"","precio_gasoleo_a","rotulo","direccion","localidad","provincia"
"278",1.704,"SHELL","AVENIDA AVIACIÓN, 26","MADRID","MADRID"
"279",1.705,"REPSOL","CARRETERA M - 106 KM. 3,100","ALGETE","MADRID"
"280",1.705,"REPSOL","CARRETERA M-106 KM. 3,100","ALGETE","MADRID"
"281",1.705,"CEPSA","CARRETERA M-607 KM. 13","MADRID","MADRID"
"282",1.705,"REPSOL","CL AVENIDA ARTESANOS, 40","TRES CANTOS","MADRID"
"283",1.709,"SHELL","CARRETERA M-603 KM. 14,900","ALCOBENDAS","MADRID"
"284",1.709,"GALP","CARRETERA N-401 KM. 17,400","FUENLABRADA","MADRID"
"285",1.709,"GALP","CALLE LUIS SAUQUILLO, 92","FUENLABRADA","MADRID"
"286",1.709,"CEPSA","CARRETERA MADRID-TOLEDO KM. 10","GETAFE","MADRID"
"287",1.709,"CEPSA","CARRETERA MADRID TOLEDO KM. 12","GETAFE","MADRID"
"288",1.709,"SHELL","CALLE FELIPE CALLEJA, S/N","GETAFE","MADRID"
"289",1.709,"REPSOL","CALLE CARLOS SAINZ, SN","LEGANES","MADRID"
"290",1.709,"CEPSA","CARRETERA M601 KM. 10,3","NAVACERRADA","MADRID"
"291",1.709,"CEPSA","CARRETERA M-601 KM. 10,3","NAVACERRADA","MADRID"
"292",1.709,"GALP","CRTA. N-III PK. 41,00","PERALES DE TAJUÑA","MADRID"
"293",1.709,"SUPECO","AVENIDA DE MADRID, 34","SAN MARTIN DE VALDEIGLESIAS","MADRID"
"294",1.714,"SHELL","CTRA. N-V km 12,5","ALCORCON","MADRID"
"295",1.714,"SHELL","CALLE TOMAS REDONDO, 10","MADRID","MADRID"
"296",1.714,"SHELL","CARRETERA ANTIGUA N-I CV CAMINO REDESA KM. S/N","SAN SEBASTIAN DE LOS REYES","MADRID"
"297",1.714,"SHELL","AVENIDA FUENTENUEVA, 1","SAN SEBASTIAN DE LOS REYES","MADRID"
"298",1.715,"CEPSA","CALLE DUBLIN, 4","ALCORCON","MADRID"
"299",1.716,"BP  E.S LA POCILLA   GALAPAGAR","CALLE GUADARRAMA, 70","GALAPAGAR","MADRID"
"300",1.719,"GALP","VÍA VIA COMPLUTENSE ESQ. C/ AVILA, N","ALCALA DE HENARES","MADRID"
"301",1.719,"GALP","CALLE VILLAMALEA, 2","ALCALA DE HENARES","MADRID"
"302",1.719,"SHELL","AVENIDA BUENOS AIRES, SN","COLLADO MEDIANO","MADRID"
"303",1.719,"BLANCA","CARRETERA M222 KM. 19","ESTREMERA","MADRID"
"304",1.719,"GALP","Avda de la Hispanidad 20","FUENLABRADA","MADRID"
"305",1.719,"REPSOL","CALLE MADRID, 143","GETAFE","MADRID"
"306",1.719,"SHELL","CALLE LOS ESCORIALES, 5","GUADARRAMA","MADRID"
"307",1.719,"CEPSA","AVENIDA PIO XII, 6","MADRID","MADRID"
"308",1.719,"CEPSA","CALLE CORAZON DE MARIA, 76","MADRID","MADRID"
"309",1.719,"GALP","CALLE SINESIO DELGADO, 15","MADRID","MADRID"
"310",1.719,"STAR PETROLEUM","CALLE AVENIDA DE LOS POBLADOS, 167","MADRID","MADRID"
"311",1.719,"CEPSA","CALLE E, 12","MOSTOLES","MADRID"
"312",1.719,"CEPSA","CL.AGUILAS (P. IND. PINTO ESTACIÓN)","PINTO","MADRID"
"313",1.719,"AVIA","CALLE SEVERO OCHOA, SN","RIVAS-VACIAMADRID","MADRID"
"314",1.723,"CONFORT AUTO","CALLE DIESEL, 9","ALDEHUELA Y LA TORRECILLA (LA)","MADRID"
"315",1.724,"SHELL","AVENIDA DE LOS CASTILLOS, 9","ALCORCON","MADRID"
"316",1.724,"BAGARCIVA","CALLE CALVARIO, 10","GETAFE","MADRID"
"317",1.724,"SHELL","C/ CAMPEZO, 7 km CENTRO COMERCIAL M","MADRID","MADRID"
"318",1.724,"GALP","CARRETERA M-501 KM. 40,500","NAVAS DEL REY","MADRID"
"319",1.725,"CEPSA","AVENIDA GENERAL FANJUL, 1","MADRID","MADRID"
"320",1.725,"CEPSA","POLIGONO INDUSRIAL PINARES LLANOS, C/CARPINTEROS, S/N","VILLAVICIOSA DE ODON","MADRID"
"321",1.728,"CEPSA","CALLE NARCISO MONTURIOL, 4","VALDEMORO","MADRID"
"322",1.729,"AVIA","CARRETERA M 506 KM. 4,900","ALCORCON","MADRID"
"323",1.729,"AVIA","CARRETERA M-506 KM. 4","ALCORCON","MADRID"
"324",1.729,"REPSOL","CARRETERA CABANILLAS A BUSTARVIEJO KM. 5,320","BUSTARVIEJO","MADRID"
"325",1.729,"REPSOL","CARRETERA M 622 (CARRETERA GUADARRAMA A LA FUENFRIA) KM. 7,200","CERCEDILLA","MADRID"
"326",1.729,"SHELL","AVENIDA LIBERTAD (DE LA), 64","COLMENAR VIEJO","MADRID"
"327",1.729,"REPSOL","AVENIDA FELIPE II, 9","ESCORIAL (EL)","MADRID"
"328",1.729,"REPSOL","CR M-505, 17,4","GALAPAGAR","MADRID"
"329",1.729,"BP","AVENIDA FUENLABRADA, 16","LEGANES","MADRID"
"330",1.729,"BP TARAZA 365","CALLE MARC GENE, 2","LEGANES","MADRID"
"331",1.729,"REPSOL","CALLE ALBERTO AGUILERA, 9","MADRID","MADRID"
"332",1.729,"SHELL","CALLE FRANCISCO UMBRAL, 2","MADRID","MADRID"
"333",1.729,"SHELL","AVENIDA FRANCISCO JAVIER SAENZ DE OIZA, ESQUINA GLORIETA JUAN DE HARO, 5","MADRID","MADRID"
"334",1.729,"REPSOL","CALLE FRANCOS RODRIGUEZ, SN","MADRID","MADRID"
"335",1.729,"REPSOL","CALLE OFELIA NIETO, 64","MADRID","MADRID"
"336",1.729,"BP E.S. NAVALCARRO","CARRETERA M-607 KM. 19","MADRID","MADRID"
"337",1.729,"CEPSA","AVENIDA REAL DE PINTO, 106","MADRID","MADRID"
"338",1.729,"GALP","Niceto Alcalá Zamora 20","MADRID","MADRID"
"339",1.729,"REPSOL","CR M-611, 3,1","MIRAFLORES DE LA SIERRA","MADRID"
"340",1.729,"GALP","POLIGONO ALPARACHE, S/N","NAVALCARNERO","MADRID"
"341",1.729,"REPSOL","CARRETERA M-204 KM. 14,700","ORUSCO","MADRID"
"342",1.729,"REPSOL","CARRETERA COMARCAL M236 KM. 51,600","PEZUELA DE LAS TORRES","MADRID"
"343",1.729,"GALP","CARRETERA M-506 KM. 24","PINTO","MADRID"
"344",1.729,"GALP","CARRETERA M506 PK 26 KM. 26","PINTO","MADRID"
"345",1.729,"GALP","CTRA. N-VI km 21,700","ROZAS DE MADRID (LAS)","MADRID"
"346",1.729,"GALP","AV. CASTILLA, 4","SAN FERNANDO DE HENARES","MADRID"
"347",1.729,"GALP","CARRETERA M-501 KM. 27","VILLANUEVA DE PERALES","MADRID"
"348",1.735,"GASOLEOS SIERRA OESTE,SL","AVENIDA CLAUDIO SANCHEZ ALBORNOZ, 50","CENICIENTOS","MADRID"
"349",1.735,"CEPSA","CALLE RIOJA, 23","COSLADA","MADRID"
"350",1.735,"CEPSA","CALLE RIOJA, 20","COSLADA","MADRID"
"351",1.738,"REPSOL","CALLE COPENHAGUES/N, S/N","ROZAS DE MADRID (LAS)","MADRID"
"352",1.738,"REPSOL","CTRA. M-505 km 5,5","ROZAS DE MADRID (LAS)","MADRID"
"353",1.738,"REPSOL","CARRETERA M-505 km 5.5","ROZAS DE MADRID (LAS)","MADRID"
"354",1.739,"BP ALGETE","CR ALGETE KM  5,80","ALGETE","MADRID"
"355",1.739,"SHELL","CARRETERA M-414 KM. 42,100","CIEMPOZUELOS","MADRID"
"356",1.739,"REPSOL","CALLE REAL, 2","COLLADO VILLALBA","MADRID"
"357",1.739,"REPSOL","AVENIDA JUAN CARLOS I, 46","COLLADO VILLALBA","MADRID"
"358",1.739,"REPSOL","CR M-501, 34,1","COLMENAR DEL ARROYO","MADRID"
"359",1.739,"REPSOL","AUTOVIA M-501 KM. 34,1","COLMENAR DEL ARROYO","MADRID"
"360",1.739,"REPSOL","AVENIDA DE LA LIBERTAD, S/N","COLMENAR VIEJO","MADRID"
"361",1.739,"REPSOL","CR M-510, 1,8","GALAPAGAR","MADRID"
"362",1.739,"REPSOL","M-505 km 15,5","GALAPAGAR","MADRID"
"363",1.739,"REPSOL","CALLE ARROYO DEL SOTO, 2","LEGANES","MADRID"
"364",1.739,"REPSOL","CALLE BRAVO MURILLO, 012","MADRID","MADRID"
"365",1.739,"SHELL","GLORIETA JOSE LUIS FERNANDEZ DEL AMO, SN","MADRID","MADRID"
"366",1.739,"BP MAYORAZGO 365","CALLE SIERRA DE LA DEMANDA, 2","MADRID","MADRID"
"367",1.739,"REPSOL","CALLE CLARA DEL REY, 45","MADRID","MADRID"
"368",1.739,"REPSOL","CL RIOS ROSAS, 1","MADRID","MADRID"
"369",1.739,"REPSOL","PASEO SAN FRANCISCO DE SALES, 44","MADRID","MADRID"
"370",1.739,"REPSOL","CALLE CEA BERMUDEZ, 32","MADRID","MADRID"
"371",1.739,"REPSOL","CALLE ISAAC PERAL, S/N","MADRID","MADRID"
"372",1.739,"REPSOL","CALLE SAN GERMAN, 14","MADRID","MADRID"
"373",1.739,"REPSOL","CALLE ALMAGRO, 9","MADRID","MADRID"
"374",1.739,"REPSOL","CALLE SANTA ENGRACIA, 82","MADRID","MADRID"
"375",1.739,"REPSOL","CALLE HULLA, 22","MADRID","MADRID"
"376",1.739,"SHELL","CL CARRETERA CANILLAS, 150","MADRID","MADRID"
"377",1.739,"REPSOL","ZONA PLATAFORMA AEROPUERTO BARAJAS T123, S/N","MADRID","MADRID"
"378",1.739,"REPSOL","ZONA AEROPUERTO DE BARAJAS, T4, S/N","MADRID","MADRID"
"379",1.739,"REPSOL","CL ANTONIO LOPEZ, 244","MADRID","MADRID"
"380",1.739,"STAR PETROLEUM","CALLE SESEÑA, 40","MADRID","MADRID"
"381",1.739,"REPSOL","AVENIDA CARABANCHEL ALTO, 180","MADRID","MADRID"
"382",1.739,"REPSOL","CR M-501, 48,2 (M-501 km 48,25)","PELAYOS DE LA PRESA","MADRID"
"383",1.739,"REPSOL","CALLE BARLOVENTO, 30","POZUELO DE ALARCON","MADRID"
"384",1.739,"CARREFOUR","CARRETERA MADRID-LA CORUÑA KM. 22","ROZAS DE MADRID (LAS)","MADRID"
"385",1.739,"REPSOL","CR M-600, 3","SAN LORENZO DE EL ESCORIAL","MADRID"
"386",1.739,"REPSOL","CR M-600, 3","SAN LORENZO DE EL ESCORIAL","MADRID"
"387",1.739,"TIELMES S.L.","AVENIDA FERROCARRIL (DEL), 1","TIELMES","MADRID"
"388",1.739,"GALP","CARRETERA C-404 KM. 28","TORREJON DE VELASCO","MADRID"
"389",1.739,"SHELL","MADRID Nº 3, POL.IND.","TORRES DE LA ALAMEDA","MADRID"
"390",1.739,"GALP","CALLE AGUADO, 11","VALDEMORO","MADRID"
"391",1.744,"GALP","CALLE CALLE DEL TRUENO, S/N","BUTARQUE","MADRID"
"392",1.745,"REPSOL","CL AVDA TENERIFE, 18","SAN SEBASTIAN DE LOS REYES","MADRID"
"393",1.748,"GASOLEOS GETAFE, S.L.","CALLE PITAGORAS, 1","GETAFE","MADRID"
"394",1.748,"PADRE-BLANCA","AVENIDA PADRE PIQUER, S/N","MADRID","MADRID"
"395",1.748,"REPSOL","A-6 km 25,5","ROZAS DE MADRID (LAS)","MADRID"
"396",1.749,"GALP","CALLE AVENIDA MADRID ESQUINA CARLOS III, SN","ALCALA DE HENARES","MADRID"
"397",1.749,"GALP","AVENIDA VALDELAPARRA (DE), 5","ALCOBENDAS","MADRID"
"398",1.749,"REPSOL","CL BOULEVARD SALVADOR ALLENDE, 12-1","ALCOBENDAS","MADRID"
"399",1.749,"REPSOL","BULEVAR SALVADOR ALLENDE (DE), 13","ALCOBENDAS","MADRID"
"400",1.749,"REPSOL","CALLE FRANCISCO GERVAS, 13","ALCOBENDAS","MADRID"
"401",1.749,"REPSOL","CALLE LAGUNA, 36","ALCORCON","MADRID"
"402",1.749,"CEPSA","PLAZA HUERTA DE LAS FLORES, 2","BUITRAGO DEL LOZOYA","MADRID"
"403",1.749,"SHELL","AVENIDA AVDA. DE LA CABRERA S/N JUNTO AL HOSTAL EL CANCHO DEL AGUILA (A-1 KM 60), S/N","CABRERA (LA)","MADRID"
"404",1.749,"CEPSA","CARRETERA M-103 KM. 6,210","COBEÑA","MADRID"
"405",1.749,"REPSOL","CARRETERA NAVACERRADA KM. 1,33","COLLADO VILLALBA","MADRID"
"406",1.749,"REPSOL","CR M-601 1,0 (M-601 km 1,00)","COLLADO VILLALBA","MADRID"
"407",1.749,"REPSOL","AVDA. JOSE GARATE, 2","COSLADA","MADRID"
"408",1.749,"CEPSA","CAMINO VALDETORRES (DE), 1","FUENTE EL SAZ DE JARAMA","MADRID"
"409",1.749,"REPSOL","CALLE TORRELAGUNA, 78","FUENTE EL SAZ DE JARAMA","MADRID"
"410",1.749,"REPSOL NASSICA 365","AVENIDA RIO GUADALQUIVIR, 11","GETAFE","MADRID"
"411",1.749,"CARREFOUR","AVENIDA RÍO GUADALQUIVIR, 13","GETAFE","MADRID"
"412",1.749,"CEPSA","AVENIDA LENGUA ESPAÑOLA, S/N","LEGANES","MADRID"
"413",1.749,"REPSOL","AVENIDA DR. MENDIGUCHIA GARRICHE, 40","LEGANES","MADRID"
"414",1.749,"CARREFOUR","AVENIDA PUERTA DEL SOL, 2","LEGANES","MADRID"
"415",1.749,"REPSOL","CL PASEO ACACIAS, 8","MADRID","MADRID"
"416",1.749,"SHELL","CALLE ALBERTO AGUILERA, 18","MADRID","MADRID"
"417",1.749,"REPSOL","PASEO SANTA MARIA DE LA CABEZA, 18","MADRID","MADRID"
"418",1.749,"REPSOL","CL ANCORA 39","MADRID","MADRID"
"419",1.749,"CEPSA","AVENIDA CIUDAD DE BARCELONA, 61","MADRID","MADRID"
"420",1.749,"REPSOL","CALLE RAMON Y CAJAL, 2","MADRID","MADRID"
"421",1.749,"REPSOL","CL MARIA DE MOLINA, 21","MADRID","MADRID"
"422",1.749,"REPSOL","PASEO MARQUES DE ZAFRA, 31","MADRID","MADRID"
"423",1.749,"REPSOL","CALLE DOCTOR GOMEZ ULLA, S/N","MADRID","MADRID"
"424",1.749,"REPSOL","CL PASEO DE LA HABANA, 168","MADRID","MADRID"
"425",1.749,"REPSOL","CL MATEO INURRIA, 4","MADRID","MADRID"
"426",1.749,"REPSOL","AVENIDA PÍO XII, 98","MADRID","MADRID"
"427",1.749,"REPSOL","CALLE SERRANO, 197","MADRID","MADRID"
"428",1.749,"REPSOL","CALLE PRINCIPE DE VERGARA, 134","MADRID","MADRID"
"429",1.749,"REPSOL","PLAZA REPUBLICA ARGENTINA, 8","MADRID","MADRID"
"430",1.749,"REPSOL","AVENIDA MONFORTE DE LEMOS, 10","MADRID","MADRID"
"431",1.749,"REPSOL","AVENIDA CARDENAL HERRERA ORIA, 290","MADRID","MADRID"
"432",1.749,"HUSCO S.L.","CALLE MARTINEZ DE LA RIVA, 119","MADRID","MADRID"
"433",1.749,"CEPSA","AVENIDA DE LOS POBLADOS, 18","MADRID","MADRID"
"434",1.749,"REPSOL","AVENIDA OPORTO, SN","MADRID","MADRID"
"435",1.749,"REPSOL","GLORIETA VALLE DEL ORO, 10","MADRID","MADRID"
"436",1.749,"CEPSA","MONTE IGUELDO, 108","MADRID","MADRID"
"437",1.749,"REPSOL","CALLE LOPEZ DE HOYOS, 327","MADRID","MADRID"
"438",1.749,"GALP","CTRA: M-218 ESQ. C/ DUERO - POLÍGONO INDUSTRIAL","MEJORADA DEL CAMPO","MADRID"
"439",1.749,"LOS ROSALES","GLORIETA LOS JAZMINES, S/N","MOSTOLES","MADRID"
"440",1.749,"REPSOL","CARRETERA M-111 KM. 8,200","PARACUELLOS DE JARAMA","MADRID"
"441",1.749,"CEPSA","CALLE MIGUEL DE CERVANTES, 2","PARACUELLOS DE JARAMA","MADRID"
"442",1.749,"REPSOL","CARRETERA M-501 KM. 54,1","SAN RAMON","MADRID"
"443",1.749,"BP APADIS","GLORIETA ANTONIO GAUDI,","SAN SEBASTIAN DE LOS REYES","MADRID"
"444",1.749,"CEPSA","AUTOVIA A-1 KM. 92,5","SOMOSIERRA","MADRID"
"445",1.749,"CEPSA","CARRETERA M-404 KM. 31","TORREJON DE VELASCO","MADRID"
"446",1.749,"SHELL","CARRETERA M-600 KM. 14","VALDEMORILLO","MADRID"
"447",1.749,"BASIC","CALLE ARROYO DE LA HIRUELA, 2","VALDETORRES DE JARAMA","MADRID"
"448",1.749,"SHELL","CARRETERA M-600 KM. 28","VILLANUEVA DE LA CAÑADA","MADRID"
"449",1.749,"SHELL","CARRETERA M-600 KM. 28","VILLANUEVA DE LA CAÑADA","MADRID"
"450",1.749,"GALP","CARRETERA M-501 KM. 26,800","VILLANUEVA DE PERALES","MADRID"
"451",1.754,"ESTACIÓN SUR DE AUTOBUSES DE MADRID","CALLE MÉNDEZ ÁLVARO, 83","MADRID","MADRID"
"452",1.754,"SHELL","CARRETERA 403 KM. 2","MADRID","MADRID"
"453",1.754,"SHELL","CTRA.M-403 (GETAFE-VILLAVERDE) (MARGEN IZQUIERDO) km 2","MADRID","MADRID"
"454",1.755,"CEPSA","CARRETERA M-300 (MARGEN IZQUIERDO) KM. 26,9","ALCALA DE HENARES","MADRID"
"455",1.755,"CEPSA","PASEO ALCOBENDAS (DE), 10","ALCOBENDAS","MADRID"
"456",1.755,"CEPSA LISBOA","AV  DE MOSTOLES, Nº 6","ALCORCON","MADRID"
"457",1.755,"CEPSA","CALLE LAGUNA, 2","ALCORCON","MADRID"
"458",1.755,"CEPSA","CARRETERA M-507 KM. 16,8","ALDEA DEL FRESNO","MADRID"
"459",1.755,"CEPSA","CALLE PRIMAVERA, 94","ALPEDRETE","MADRID"
"460",1.755,"CEPSA","AVENIDA VALDEARGANDA, 8","ARGANDA","MADRID"
"461",1.755,"CEPSA","AUTOPISTA AP-6 (MRG.IZDO.) KM. 42,3","COLLADO VILLALBA","MADRID"
"462",1.755,"CEPSA","AUTOVIA A-1 KM. 29,1","COLMENAR VIEJO","MADRID"
"463",1.755,"CEPSA","AVENIDA DE LAS TRECE ROSAS, 6","GETAFE","MADRID"
"464",1.755,"CEPSA","PASEO MOLINO DEL REY, 4","GUADARRAMA","MADRID"
"465",1.755,"CEPSA","CARRETERA M-405 KM. 5,6","HUMANES DE MADRID","MADRID"
"466",1.755,"CEPSA","CARRETERA M-405 KM. 6","HUMANES DE MADRID","MADRID"
"467",1.755,"CEPSA","RONDA SEGOVIA, 37","MADRID","MADRID"
"468",1.755,"CEPSA","AUTOVIA A-3 KM. 7,1","MADRID","MADRID"
"469",1.755,"CEPSA","AUTOVIA A-3 KM. 7,1","MADRID","MADRID"
"470",1.755,"CEPSA","CALLE BERLIN, S/N, S/N","MADRID","MADRID"
"471",1.755,"CEPSA","CL MONFORTE DE LEMOS, 7","MADRID","MADRID"
"472",1.755,"CEPSA","CARRETERA M-605 KM. 5","MADRID","MADRID"
"473",1.755,"CEPSA","CARRETERA M-605 KM. 5","MADRID","MADRID"
"474",1.755,"CEPSA","AVDA. DEMOCRACIA, 41","MADRID","MADRID"
"475",1.755,"CEPSA","AVDA. DE LA DEMOCRACIA 62","MADRID","MADRID"
"476",1.755,"ALHAMBRA-BLANCA","CALLE ALHAMBRA, 70","MADRID","MADRID"
"477",1.755,"CEPSA","ALCALA, 284-286","MADRID","MADRID"
"478",1.755,"VIRGEN-BLANCA","CALLE VIRGEN DE LLUC ,14, 14","MADRID","MADRID"
"479",1.755,"CEPSA","POBLADURA DEL VALLE, 31","MADRID","MADRID"
"480",1.755,"CEPSA","HNOS. GARCIA NOBLEJAS, 35","MADRID","MADRID"
"481",1.755,"CEPSA RELAMPAGO","CALLE SARASATE, 1","MAJADAHONDA","MADRID"
"482",1.755,"CEPSA","CARRETERA M-610 KM. 19,8","MIRAFLORES DE LA SIERRA","MADRID"
"483",1.755,"CEPSA","AUTOVIA A-3 KM. 43,3","PERALES DE TAJUÑA","MADRID"
"484",1.755,"CEPSA","CARRETERA VALDEMAQUEDA KM. 0","ROBLEDO DE CHAVELA","MADRID"
"485",1.755,"CEPSA","AUTOPISTA AP-6 KM. 42,3","SAN LORENZO DE EL ESCORIAL","MADRID"
"486",1.755,"CEPSA","AVENIDA ANDALUCIA, 7","VALDEMORO","MADRID"
"487",1.755,"CEPSA","CARRETERA M-208 KM. 3,800","VELILLA DE SAN ANTONIO","MADRID"
"488",1.755,"CEPSA","CARRETERA M-507 KM. 27,5","VILLA DEL PRADO","MADRID"
"489",1.755,"CEPSA","AUTOVIA A-3 KM. 49,4","VILLAREJO DE SALVANES","MADRID"
"490",1.755,"CEPSA","AUTOVIA A-3 KM. 49,3","VILLAREJO DE SALVANES","MADRID"
"491",1.759,"REPSOL","CL AVENIDA DE ESPAÑA, S.N.","ALCOBENDAS","MADRID"
"492",1.759,"BP EL SAPO-ALCOBENDAS","AVENIDA MONTE DE VALDELATAS, 5","ALCOBENDAS","MADRID"
"493",1.759,"BP VALDAVIA","CALLE MARQUES DE LA VALDAVIA (DEL), 138","ALCOBENDAS","MADRID"
"494",1.759,"BP JUNCAL","CARRETERA BARAJAS KM. S/N","ALCOBENDAS","MADRID"
"495",1.759,"REPSOL URTINSA 365","CALLE EBANISTAS,, 2","ALCORCON","MADRID"
"496",1.759,"REPSOL","PLAZA FUENTE DE LOS ALAMOS, 12","CADALSO DE LOS VIDRIOS","MADRID"
"497",1.759,"BP EII","AUTOPISTA VIA DE SERVICIO M.D. KM. 38,300","COLLADO VILLALBA","MADRID"
"498",1.759,"BP EI","AVENIDA JUAN CARLOS I, 3","COLLADO VILLALBA","MADRID"
"499",1.759,"BP CARVISA","CALLE ESCOFINA, 17","COLLADO VILLALBA","MADRID"
"500",1.759,"REPSOL","CARRETERA M-607 KM. 29,8","COLMENAR VIEJO","MADRID"
"501",1.759,"REPSOL","CR M-607, 28,2","COLMENAR VIEJO","MADRID"
"502",1.759,"REPSOL","CR M-607, 28","COLMENAR VIEJO","MADRID"
"503",1.759,"BP GUADARRAMA","CARRETERA N-VI KM. 48","GUADARRAMA","MADRID"
"504",1.759,"CEPSA","CALLE PUERTO NAVACERRADA, 1 - POLIGONO INDUSTRIAL PRADOVERA, 1","LEGANES","MADRID"
"505",1.759,"CEPSA","AVENIDA LENGUA ESPAÑOLA, 24","LEGANES","MADRID"
"506",1.759,"CEPSA VALLECAS-LA ATALAYUELA 365","CARRETERA VILLAVERDE A VALLECAS KM. 248","MADRID","MADRID"
"507",1.759,"CEPSA","CALLE CAVANILLES, 58","MADRID","MADRID"
"508",1.759,"REPSOL","AV DOCTOR ESQUERDO, 153","MADRID","MADRID"
"509",1.759,"REPSOL","CL AVDA .ALFONSO XIII  ESQ.C/ COSTA","MADRID","MADRID"
"510",1.759,"BP","CL PRINCIPE DE VERGARA  106","MADRID","MADRID"
"511",1.759,"CEPSA","AVENIDA DE LOS TOREROS, S/N","MADRID","MADRID"
"512",1.759,"BP","AV DOCTOR ARCE  30","MADRID","MADRID"
"513",1.759,"REPSOL","CL NUESTRA SEÑORA DE VALVERDE, 175","MADRID","MADRID"
"514",1.759,"REPSOL","CR M-607, 11,7","MADRID","MADRID"
"515",1.759,"REPSOL","AVENIDA VICTORIA, 34","MADRID","MADRID"
"516",1.759,"CEPSA","CARRETERA A6 KM. 11,6","MADRID","MADRID"
"517",1.759,"CEPSA","GLORIETA MARIANO SALVADOR MAELLA, S/N","MADRID","MADRID"
"518",1.759,"REPSOL","AVENIDA ENTREVIAS, S/N","MADRID","MADRID"
"519",1.759,"CEPSA","PASEO DEL MAR CASPIO, S,N","MADRID","MADRID"
"520",1.759,"CEPSA","AVENIDA SAN LUIS, 75","MADRID","MADRID"
"521",1.759,"CEPSA","GLORIETA YUCATAN, S/N","MADRID","MADRID"
"522",1.759,"REPSOL","CR N-2, 12,6","MADRID","MADRID"
"523",1.759,"REPSOL","AV HISPANIDAD, S.N.","MADRID","MADRID"
"524",1.759,"REPSOL","ZONA AEROPUERTO DE BARAJAS, TERMINAL 2, S/N","MADRID","MADRID"
"525",1.759,"REPSOL","AVENIDA HISPANIDAD, 44","MADRID","MADRID"
"526",1.759,"CEPSA","AVDA. PORTUGAL, 16","MADRID","MADRID"
"527",1.759,"REPSOL","PASEO EXTREMADURA, 300","MADRID","MADRID"
"528",1.759,"REPSOL","PLAZA SETUBAL, 4","MADRID","MADRID"
"529",1.759,"REPSOL","AVENIDA AVIACION, 32","MADRID","MADRID"
"530",1.759,"CEPSA","AVENIDA CANILLEJAS A VICALVARO, 147","MADRID","MADRID"
"531",1.759,"REPSOL","CL GL.CORREGIDOR SANCHO DE CORD, S.","MADRID","MADRID"
"532",1.759,"REPSOL","CALLE FUENTE CARRANTONA S/N, 6","MADRID","MADRID"
"533",1.759,"REPSOL","AVENIDA AVENIDA DE MORATALAZ, 21","MADRID","MADRID"
"534",1.759,"CEPSA","CALLE SANTA GENOVEVA, 26","MADRID","MADRID"
"535",1.759,"CEPSA","CALLE HERNANDEZ TEJADA, S/N ESQ. AGASTIA, S/N (A-2 KM 5,1), S,N","MADRID","MADRID"
"536",1.759,"GALP","Avda. Vicálvaro esq. Pobladura del Valle","MADRID","MADRID"
"537",1.759,"GALP","Avda. Arcentales, 7","MADRID","MADRID"
"538",1.759,"REPSOL","CL ARTURO SORIA, 175","MADRID","MADRID"
"539",1.759,"REPSOL","CL DR.MARAÑON C/V PL ESCORIAL, S.N.","MAJADAHONDA","MADRID"
"540",1.759,"CEPSA","CARRETERA M-607 KM. 46","MANZANARES EL REAL","MADRID"
"541",1.759,"SHELL","CL AVENIDA MADRID, 24","MANZANARES EL REAL","MADRID"
"542",1.759,"REPSOL","CARRETERA M208 KM. 9,600","MEJORADA DEL CAMPO","MADRID"
"543",1.759,"SHELL","AVENIDA DE LAS LAGUNAS, 1","PARLA","MADRID"
"544",1.759,"REPSOL","CALLE COTO DE DOÑANA, 1","PINTO","MADRID"
"545",1.759,"BP LAS ROZAS","CL LAS CRUCES  S/N","ROZAS DE MADRID (LAS)","MADRID"
"546",1.759,"OLIVAR ALTO 24H","CARRETERA M-506 KM. 36,330","SAN MARTIN DE LA VEGA","MADRID"
"547",1.759,"CEPSA","N-I (MADRID-BURGOS) km 24,100","SAN SEBASTIAN DE LOS REYES","MADRID"
"548",1.759,"REPSOL","CL REAL  (ANTIGUA N-1), 120","SAN SEBASTIAN DE LOS REYES","MADRID"
"549",1.759,"CEPSA","CTRA. BURGOS","SAN SEBASTIAN DE LOS REYES","MADRID"
"550",1.759,"BP SOTO I","CARRETERA M-609 KM. 3","SOTO DEL REAL","MADRID"
"551",1.759,"BP SOTO II","CARRETERA M-609 KM. 3","SOTO DEL REAL","MADRID"
"552",1.759,"BP GASOLEOS TORREJÓN","CALLE LONDRES, 30","TORREJON DE ARDOZ","MADRID"
"553",1.759,"REPSOL","CALLE MALACUERA, 63","TORRELAGUNA","MADRID"
"554",1.759,"BP POLIGONO ROMPECUBAS","CALLE NARCISO MONTURIOL, 32","VALDEMORO","MADRID"
"555",1.759,"CEPSA","CALLE ROSALIA DE CASTRO, 14","VALDEMORO","MADRID"
"556",1.759,"BP VALDEMORO","PASEO JUNCAREJO/CL DE AGORA, 0","VALDEMORO","MADRID"
"557",1.762,"INDUSTRIAL LOS ANGELES","CARRETERA M-506 KM. 46,500","SAN MARTIN DE LA VEGA","MADRID"
"558",1.764,"SHELL","PASEO SANTA MARIA DE LA CABEZA, 90","MADRID","MADRID"
